Country,Shipping Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Price,Mode,Time
Senegal,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 943.43"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Yanwen Economic Air Mail"", ""Shipping Cost"": ""NGN 943.43"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 17,349.01"", ""Delivery Time"": ""17-31 days""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 31,087.12"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 31,087.12"", ""Delivery Time"": ""20-40 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 36,050.54"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 57,632.44"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 58,008.14"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""8-17 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,8-17 days
Serbia,"[{""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Cainiao Super Economy"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 54.27"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""AliExpress Saver Shipping"", ""Shipping Cost"": ""NGN 943.43"", ""Delivery Time"": ""50-50 days""}, {""Courier Name"": ""Cainiao Standard For Special Goods"", ""Shipping Cost"": ""NGN 1,824.23"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 16,368.01"", ""Delivery Time"": ""41-41 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 33,675.28"", ""Delivery Time"": ""10-10 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 33,900.70"", ""Delivery Time"": ""43-43 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 36,050.54"", ""Delivery Time"": ""17-17 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""19-19 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,19-19 days
Seychelles,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 329.78"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 329.78"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Yanwen Economic Air Mail"", ""Shipping Cost"": ""NGN 492.58"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 1,824.23"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 36,050.54"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 57,632.44"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 58,008.14"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""10-21 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,10-21 days
Sierra Leone,"[{""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 26,148.75"", ""Delivery Time"": ""44-44 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 57,632.44"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 58,008.14"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
Singapore,"[{""Courier Name"": ""SunYou Economic Air Mail"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 16""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 23""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 25""}, {""Courier Name"": ""Cainiao Standard For Special Goods"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""Sep 13""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 1,035.26"", ""Delivery Time"": ""Aug 13""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 7,142.48"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 13,274.75"", ""Delivery Time"": ""Aug 15""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 13,274.75"", ""Delivery Time"": ""Aug 22""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 19,974.74"", ""Delivery Time"": ""Aug 06""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 21,732.18"", ""Delivery Time"": ""Aug 09""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 22,253.99"", ""Delivery Time"": ""Aug 05""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 23,472.93"", ""Delivery Time"": ""Aug 04""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 23,472.93",DHL,Estimated delivery on Aug 04
Slovenia,"[{""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 25""}, {""Courier Name"": ""Cainiao Super Economy"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 25""}, {""Courier Name"": ""AliExpress Saver Shipping"", ""Shipping Cost"": ""NGN 834.89"", ""Delivery Time"": ""Sep 02""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 834.89"", ""Delivery Time"": ""Oct 23""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 1,686.48"", ""Delivery Time"": ""Aug 26""}, {""Courier Name"": ""Special Line-YW"", ""Shipping Cost"": ""NGN 1,686.48"", ""Delivery Time"": ""Aug 26""}, {""Courier Name"": ""Cainiao Standard For Special Goods"", ""Shipping Cost"": ""NGN 2,759.31"", ""Delivery Time"": ""Oct 08""}, {""Courier Name"": ""Cainiao Heavy Parcel Line"", ""Shipping Cost"": ""NGN 8,060.86"", ""Delivery Time"": ""Sep 20""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 17,904.21"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 37,703.62"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 43,981.99"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 70,314.42"", ""Delivery Time"": ""Aug 12""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 70,769.43"", ""Delivery Time"": ""Aug 12""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 70,769.43",UPS Expedited,Estimated delivery on Aug 12
Solomon Islands,"[{""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 492.58"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""Yanwen Economic Air Mail"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 1,824.23"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 18,396.80"", ""Delivery Time"": ""33-35 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 26,628.81"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
Somalia,"[{""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
South Africa,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 196.20"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""SunYou Economic Air Mail"", ""Shipping Cost"": ""NGN 329.78"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 1,340.00"", ""Delivery Time"": ""30-50 days""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 19,561.47"", ""Delivery Time"": ""20-37 days""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 19,561.47"", ""Delivery Time"": ""20-40 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 33,675.28"", ""Delivery Time"": ""12-25 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 33,900.70"", ""Delivery Time"": ""12-22 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 36,050.54"", ""Delivery Time"": ""7-14 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""9-22 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,9-22 days
South Georgia And The South Sandwich Islands,"[{""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 2,041.31"", ""Delivery Time"": ""60-60 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 2,041.31",AliExpress Standard Shipping,60-60 days
South Sudan,"[{""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
"A Bana, A Coruna, Spain","[{""Courier Name"": ""AliExpress Saver Shipping"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Aug 23""}, {""Courier Name"": ""Seller's Shipping Method"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 30""}, {""Courier Name"": ""Cainiao Expedited Economy"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 26""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 830.72"", ""Delivery Time"": ""Aug 19""}, {""Courier Name"": ""Cainiao Standard For Special Goods"", ""Shipping Cost"": ""NGN 830.72"", ""Delivery Time"": ""Oct 10""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 1,081.18"", ""Delivery Time"": ""Oct 10""}, {""Courier Name"": ""Cainiao Saver Shipping For Special Goods"", ""Shipping Cost"": ""NGN 1,256.51"", ""Delivery Time"": ""Sep 22""}, {""Courier Name"": ""Cainiao Standard - SG Air"", ""Shipping Cost"": ""NGN 1,941.12"", ""Delivery Time"": ""Sep 02""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 8,707.90"", ""Delivery Time"": ""Aug 15""}, {""Courier Name"": ""Cainiao Heavy Parcel Line"", ""Shipping Cost"": ""NGN 9,492.70"", ""Delivery Time"": ""Oct 03""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 23,673.30"", ""Delivery Time"": ""Sep 09""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 23,673.30"", ""Delivery Time"": ""Sep 22""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 34,163.69"", ""Delivery Time"": ""Aug 19""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 37,394.71"", ""Delivery Time"": ""Aug 16""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 37,878.95"", ""Delivery Time"": ""Aug 19""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 40,746.80"", ""Delivery Time"": ""Aug 18""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 40,746.80",UPS Expedited,Estimated delivery on Aug 18
Sri Lanka,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Nov 21""}, {""Courier Name"": ""SunYou Economic Air Mail"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Nov 23""}, {""Courier Name"": ""Yanwen Economic Air Mail"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Nov 23""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 196.20"", ""Delivery Time"": ""Nov 23""}, {""Courier Name"": ""AliExpress Saver Shipping"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""Nov 08""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 18,396.80"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 20,955.73"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 23,401.96"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 31,304.19"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 33,675.28"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 35,224.00"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""Sep 24""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,Estimated delivery on Sep 24
St. Pierre And Miquelon,"[{""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 1,448.53"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 2,483.80"", ""Delivery Time"": ""60-60 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 2,483.80",AliExpress Standard Shipping,60-60 days
Suriname,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 943.43"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 17,349.01"", ""Delivery Time"": ""33-35 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 35,224.00"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 57,632.44"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 58,008.14"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
Swaziland,"[{""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 492.58"", ""Delivery Time"": ""58-58 days""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 492.58"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""SunYou Economic Air Mail"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""Yanwen Economic Air Mail"", ""Shipping Cost"": ""NGN 684.61"", ""Delivery Time"": ""60-60 days""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 17,349.01"", ""Delivery Time"": ""53-53 days""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 36,050.54"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 57,632.44"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 58,008.14"", ""Delivery Time"": ""7-15 days""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 59,306.40"", ""Delivery Time"": ""7-15 days""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 59,306.40",DHL,7-15 days
Sweden,"[{""Courier Name"": ""Cainiao Super Economy"", ""Shipping Cost"": ""Free Shipping"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""Cainiao Super Economy Global"", ""Shipping Cost"": ""NGN 246.29"", ""Delivery Time"": ""Sep 24""}, {""Courier Name"": ""AliExpress Saver Shipping"", ""Shipping Cost"": ""NGN 413.27"", ""Delivery Time"": ""Sep 01""}, {""Courier Name"": ""Cainiao Standard For Special Goods"", ""Shipping Cost"": ""NGN 855.76"", ""Delivery Time"": ""Oct 07""}, {""Courier Name"": ""AliExpress Standard Shipping"", ""Shipping Cost"": ""NGN 1,181.37"", ""Delivery Time"": ""Aug 23""}, {""Courier Name"": ""Cainiao Super Economy for Special Goods"", ""Shipping Cost"": ""NGN 1,181.37"", ""Delivery Time"": ""Oct 22""}, {""Courier Name"": ""Cainiao Heavy Parcel Line"", ""Shipping Cost"": ""NGN 9,467.65"", ""Delivery Time"": ""Sep 19""}, {""Courier Name"": ""AliExpress Premium Shipping"", ""Shipping Cost"": ""NGN 11,250.14"", ""Delivery Time"": ""Aug 21""}, {""Courier Name"": ""EMS"", ""Shipping Cost"": ""NGN 24,453.92"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""e-EMS"", ""Shipping Cost"": ""NGN 29,254.54"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""Fedex IP"", ""Shipping Cost"": ""NGN 35,294.97"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""DHL"", ""Shipping Cost"": ""NGN 38,630.35"", ""Delivery Time"": ""Aug 17""}, {""Courier Name"": ""UPS Express Saver"", ""Shipping Cost"": ""NGN 39,131.28"", ""Delivery Time"": ""Aug 12""}, {""Courier Name"": ""UPS Expedited"", ""Shipping Cost"": ""NGN 42,095.14"", ""Delivery Time"": ""Aug 12""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NGN 42,095.14",UPS Expedited,Estimated delivery on Aug 12
